Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1693,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1694,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1695,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1696,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy",4,8,0.576612903226,0.25(0.903225806452),KNN(All)
1697,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Chroma Deviation",5,10,0.618181818182,0.4(0.836363636364),AB(CFS)
1698,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1699,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1700,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1701,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1702,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1703,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1704,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff",5,10,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1705,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1706,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1707,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1708,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1709,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1710,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1711,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.65,0.4(0.9),AB(All)
1712,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux",5,10,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
1713,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
1714,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1715,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1716,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1717,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1718,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1719,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1720,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1721,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1722,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1723,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1724,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1725,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1726,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1727,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1728,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread",4,8,0.698275862069,0.5(0.896551724138),AB(CIFE)
1729,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Chroma Deviation",5,10,0.787878787879,0.666666666667(0.909090909091),AB(CFS)
1730,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1731,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1732,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1733,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1734,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1735,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.597701149425,0.333333333333(0.862068965517),AB(All)
1736,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff",5,10,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
1737,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1738,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1739,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1740,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1741,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1742,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1743,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1744,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux",5,10,0.798850574713,0.666666666667(0.931034482759),AB(CFS)
1745,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
1746,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1747,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1748,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1749,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1750,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1751,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1752,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",6,12,0,0.0(0.888888888889),GP-DP(MRMR)
1753,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1754,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1755,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1756,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1757,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1758,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1759,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1760,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy",5,10,0.70303030303,0.533333333333(0.872727272727),AB(CFS)
1761,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",6,12,0.618181818182,0.4(0.836363636364),AB(CFS)
1762,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1763,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1764,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1765,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1766,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1767,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1768,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",6,12,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1769,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",7,14,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1770,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",7,36,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1771,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1772,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",7,38,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1773,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1774,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1775,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1776,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",6,12,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
1777,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",7,14,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
1778,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",7,36,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1779,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",8,38,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1780,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",7,38,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1781,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",8,40,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1782,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",8,62,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1783,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1784,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",7,14,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1785,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",8,16,0.576612903226,0.25(0.903225806452),AB(All)
1786,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",8,38,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1787,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",9,40,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1788,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",8,40,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1789,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",9,42,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1790,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",9,64,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1791,"Zero-crossing Rate,Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",10,66,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1792,"Zero-crossing Rate,Energy,Entropy of Energy",3,6,0.553571428571,0.285714285714(0.821428571429),AB(FCBF)
1793,"Zero-crossing Rate,Energy,Entropy of Energy,Chroma Deviation",4,8,0.602683178535,0.421052631579(0.78431372549),AB(CIFE)
1794,"Zero-crossing Rate,Energy,Entropy of Energy,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1795,"Zero-crossing Rate,Energy,Entropy of Energy,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1796,"Zero-crossing Rate,Energy,Entropy of Energy,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1797,"Zero-crossing Rate,Energy,Entropy of Energy,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1798,"Zero-crossing Rate,Energy,Entropy of Energy,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1799,"Zero-crossing Rate,Energy,Entropy of Energy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1800,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(MRMR)
1801,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1802,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1803,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1804,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1805,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1806,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1807,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1808,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux",4,8,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
1809,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Chroma Deviation",5,10,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
1810,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1811,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1812,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1813,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.618181818182,0.4(0.836363636364),AB(All)
1814,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1815,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1816,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff",5,10,0,0.0(0.888888888889),GP-DP(MRMR)
1817,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1818,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1819,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1820,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1821,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1822,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1823,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1824,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy",4,8,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1825,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1826,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1827,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1828,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1829,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1830,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1831,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1832,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff",5,10,0.576612903226,0.25(0.903225806452),KNN(CFS)
1833,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1834,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1835,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1836,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1837,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
1838,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1839,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),AB(All)
1840,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux",5,10,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
1841,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
1842,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1843,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1844,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
1845,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.597701149425,0.333333333333(0.862068965517),AB(All)
1846,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
1847,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(FCBF)
1848,"Zero-crossing Rate,Energy,Entropy of Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0.553734061931,0.222222222222(0.885245901639),KNN(All)
